FuncionarioID,Nome,Idade,Departamento,Cargo,Localização,Salário,DataAdmissao
1476,Maria Julia Santos,46,Marketing,Técnico,Reino Unido,19699,2022-12-18
1477,Thales Vieira,53,Recursos Humanos,Assistente,Alemanha,8563,2013-03-08
1478,Maria Alice da Conceição,52,Vendas,Técnico,China,3717,2011-07-12
1479,Maria Cecília Costela,58,Marketing,Diretor,Reino Unido,5537,2014-05-09
1480,Davi Luiz Campos,52,TI,Coordenador,Coreia do Sul,17601,2016-02-05
1481,Cauê Vieira,55,Financeiro,Engenheiro,Coreia do Sul,17240,2019-10-11
1482,Gustavo Correia,39,Financeiro,Assistente,Alemanha,16979,2014-09-08
1483,Valentina Mendes,40,Engenharia,Engenheiro,China,8609,2020-02-04
1484,Isaac Castro,23,Engenharia,Engenheiro,Coreia do Sul,5997,2014-04-13
1485,Marcelo da Conceição,39,Vendas,Assistente,China,9725,2012-03-16
1486,Rebeca da Mata,43,Financeiro,Coordenador,Brasil,3825,2019-10-12
1487,Sra. Laís Cavalcanti,48,Engenharia,Diretor,EUA,3758,2024-01-22
1488,Dr. Yago Barros,25,Engenharia,Coordenador,EUA,14988,2016-01-21
1489,Sra. Beatriz Barros,38,Financeiro,Técnico,Alemanha,9882,2021-08-06
1490,Luiz Miguel da Mata,37,Vendas,Técnico,China,6231,2020-01-10
1491,Vicente Pires,30,Engenharia,Assistente,Alemanha,16576,2021-03-10
1492,João Felipe Pereira,59,Produção,Gerente,EUA,19289,2010-10-28
1493,Sr. Emanuel da Cruz,51,Recursos Humanos,Técnico,Índia,3930,2019-07-01
1494,Nicolas Cardoso,29,Marketing,Engenheiro,Índia,5222,2020-02-12
1495,Ana Julia Cunha,50,Produção,Diretor,Brasil,7293,2023-07-16
1496,Mariane Lopes,50,Engenharia,Técnico,Índia,13460,2023-08-20
1497,João Pedro Alves,51,Marketing,Analista,Coreia do Sul,7236,2015-12-29
1498,Nathan Moraes,44,Vendas,Engenheiro,Alemanha,17951,2019-07-29
1499,Kevin Almeida,47,TI,Diretor,EUA,17580,2018-04-25
1500,Ana Carolina Gomes,60,Produção,Coordenador,Brasil,10439,2013-11-08
1501,Lívia Azevedo,44,TI,Diretor,Reino Unido,12843,2016-05-27
1502,Joaquim Lopes,55,Vendas,Engenheiro,EUA,7554,2013-04-22
1503,Davi Lucca da Mota,46,Financeiro,Coordenador,Alemanha,11629,2011-01-07
1504,Lavínia Freitas,44,Financeiro,Técnico,Índia,13203,2012-08-25
1505,Natália Alves,49,Engenharia,Gerente,Reino Unido,4505,2021-02-06
1506,Murilo Gomes,52,Recursos Humanos,Assistente,EUA,12533,2021-11-28
1507,Lívia Campos,43,Produção,Técnico,Brasil,11757,2022-04-21
1508,Pietro Farias,55,TI,Assistente,Alemanha,18382,2016-03-08
1509,Sra. Clara das Neves,60,Produção,Engenheiro,Reino Unido,11132,2014-10-30
1510,Cecília Teixeira,47,Marketing,Técnico,Brasil,15295,2022-07-09
1511,Levi Moura,58,Produção,Coordenador,Índia,19118,2015-12-14
1512,Augusto Nascimento,57,Financeiro,Coordenador,EUA,7307,2019-04-29
1513,Thomas Ferreira,32,Vendas,Diretor,Coreia do Sul,11674,2014-08-16
1514,Sofia Moura,41,Financeiro,Analista,China,7355,2014-08-14
1515,Breno Barbosa,26,Vendas,Técnico,Alemanha,17828,2011-07-28
1516,Juan Peixoto,46,Marketing,Diretor,EUA,12044,2023-11-24
1517,Pedro Henrique Azevedo,42,Vendas,Assistente,Alemanha,15801,2016-07-24
1518,Kevin Peixoto,60,Recursos Humanos,Gerente,Índia,15769,2013-05-23
1519,Lucas da Mota,39,Recursos Humanos,Gerente,Índia,10187,2016-06-21
1520,Luiz Henrique das Neves,37,Vendas,Técnico,China,11935,2020-03-26
1521,Antônio Cavalcanti,45,Vendas,Técnico,Brasil,17636,2017-02-22
1522,Ana Laura Martins,23,TI,Assistente,Reino Unido,4494,2024-01-02
1523,Lavínia da Mata,56,Vendas,Técnico,EUA,15618,2021-05-06
1524,Stella Cardoso,49,Marketing,Coordenador,China,13344,2022-06-05
1525,Cauê Silveira,44,Vendas,Técnico,Reino Unido,5230,2018-09-02
1526,Enzo Duarte,42,Produção,Coordenador,Alemanha,11314,2023-03-04
1527,Daniel Costela,22,Financeiro,Diretor,Reino Unido,10174,2017-07-15
1528,Ana Laura Moura,52,Engenharia,Analista,China,16131,2012-05-24
1529,Ryan Ribeiro,31,Vendas,Analista,China,7330,2016-03-24
1530,Isadora Vieira,45,Vendas,Técnico,Alemanha,11581,2023-05-07
1531,Dr. Diogo Aragão,41,Marketing,Coordenador,Índia,17297,2015-03-28
1532,Sra. Eduarda Duarte,30,Financeiro,Engenheiro,Reino Unido,14668,2014-01-31
1533,Emanuel da Paz,38,Marketing,Assistente,Coreia do Sul,6818,2014-05-13
1534,Lorena Santos,26,Recursos Humanos,Analista,Brasil,14303,2023-02-25
1535,Ana Clara da Rosa,56,Vendas,Engenheiro,Reino Unido,13330,2024-02-04
1536,Enrico Martins,47,Recursos Humanos,Engenheiro,China,10013,2012-03-19
1537,Dra. Maria Sophia Almeida,55,Recursos Humanos,Assistente,Reino Unido,15781,2023-07-05
1538,Enzo Gabriel Nunes,38,TI,Analista,Brasil,16416,2010-07-04
1539,Breno Duarte,42,Financeiro,Assistente,Reino Unido,5181,2012-04-23
1540,Sra. Ana Carolina Moraes,46,Marketing,Técnico,Brasil,19429,2012-10-03
1541,Catarina Pires,48,Engenharia,Diretor,China,18291,2019-04-13
1542,Igor Campos,54,Marketing,Técnico,Índia,10518,2023-01-17
1543,Davi Lucas da Costa,27,TI,Coordenador,Coreia do Sul,4771,2021-04-28
1544,Maria Vitória da Mata,38,Financeiro,Gerente,EUA,12049,2013-08-14
1545,Ana Pinto,31,TI,Engenheiro,EUA,4571,2023-09-11
1546,Valentina Oliveira,50,Marketing,Gerente,Índia,14768,2023-06-04
1547,Juliana Peixoto,24,TI,Engenheiro,China,4938,2017-01-31
1548,Olivia Caldeira,49,Engenharia,Técnico,EUA,7377,2020-12-24
1549,Alice Nogueira,54,Financeiro,Assistente,Reino Unido,12707,2011-10-05
1550,Arthur da Paz,51,TI,Coordenador,EUA,3040,2017-11-07
1551,Pedro Barros,46,TI,Analista,Alemanha,14624,2015-02-22
1552,Ana Carolina Fernandes,41,Produção,Engenheiro,EUA,7124,2017-04-19
1553,Milena Gonçalves,59,Marketing,Engenheiro,China,7082,2016-12-31
1554,Brenda Correia,26,Vendas,Diretor,Índia,15422,2010-08-22
1555,Alana Martins,42,Marketing,Coordenador,Alemanha,9697,2017-08-06
1556,Srta. Mariana Pereira,53,Vendas,Diretor,Brasil,9248,2016-11-12
1557,Giovanna das Neves,34,Vendas,Diretor,Alemanha,16846,2011-01-09
1558,Luiz Otávio Rodrigues,27,Marketing,Diretor,Coreia do Sul,3243,2021-09-28
1559,Pedro Henrique Nascimento,42,Recursos Humanos,Coordenador,EUA,16076,2020-03-17
1560,Diogo Barbosa,52,Marketing,Coordenador,Reino Unido,6484,2011-04-03
1561,Erick Araújo,31,Marketing,Gerente,Reino Unido,16125,2013-01-16
1562,Sra. Cecília da Costa,31,Vendas,Gerente,Brasil,5011,2015-05-25
1563,Arthur Vieira,26,Financeiro,Técnico,Alemanha,3852,2010-05-24
1564,Sra. Nina Martins,27,TI,Coordenador,Alemanha,10788,2014-07-31
1565,Benício Barros,49,Recursos Humanos,Técnico,Alemanha,15630,2018-02-07
1566,Larissa das Neves,50,TI,Gerente,EUA,10065,2021-12-17
1567,Miguel Pinto,41,Produção,Coordenador,Índia,17409,2022-10-17
1568,João Fernandes,23,Marketing,Analista,EUA,11400,2022-01-10
1569,Henrique Ramos,31,Produção,Engenheiro,Brasil,13027,2014-07-22
1570,Leandro Freitas,41,TI,Engenheiro,China,10650,2013-06-19
1571,Nicolas Alves,53,Financeiro,Engenheiro,Índia,3836,2022-10-05
1572,Dra. Raquel Freitas,33,Vendas,Engenheiro,Brasil,8481,2010-08-26
1573,Kamilly Gonçalves,54,Vendas,Coordenador,Brasil,19422,2017-07-13
1574,Sr. Benjamin da Rocha,45,Recursos Humanos,Assistente,Coreia do Sul,16869,2018-05-29
1575,Laura Almeida,25,Financeiro,Gerente,Brasil,12949,2018-05-14
1576,Enzo Moreira,39,TI,Assistente,China,3296,2012-08-15
1577,Natália Teixeira,44,Produção,Coordenador,Brasil,6883,2015-12-30
1578,Erick Gonçalves,54,Recursos Humanos,Engenheiro,Índia,8236,2021-06-05
1579,Dr. Samuel Pereira,27,Vendas,Diretor,Alemanha,8135,2012-04-05
1580,Stella Dias,56,Recursos Humanos,Técnico,China,12844,2017-12-22
1581,Yasmin Caldeira,30,Recursos Humanos,Engenheiro,EUA,15992,2019-10-31
1582,Luiz Felipe Peixoto,33,Marketing,Assistente,Alemanha,13045,2014-05-01
1583,Emanuel Teixeira,29,Recursos Humanos,Gerente,China,19194,2017-04-08
1584,Valentina Moura,27,TI,Engenheiro,Coreia do Sul,14929,2021-10-16
1585,Yasmin Teixeira,34,Produção,Gerente,China,18851,2023-08-04
1586,Ana Beatriz Gomes,35,Recursos Humanos,Engenheiro,China,15892,2014-01-11
1587,Sra. Gabriela Lopes,59,Vendas,Coordenador,Brasil,18017,2014-03-28
1588,Luiz Miguel Carvalho,37,Marketing,Analista,Coreia do Sul,5306,2013-04-13
1589,Letícia Monteiro,24,Engenharia,Gerente,China,18769,2017-11-26
1590,Helena Ferreira,52,Vendas,Gerente,China,17843,2019-04-12
1591,Caroline Pereira,26,Financeiro,Assistente,Alemanha,14350,2013-07-06
1592,Sr. Leandro Porto,52,Recursos Humanos,Técnico,Coreia do Sul,9028,2022-07-19
1593,Srta. Natália Vieira,32,Financeiro,Analista,Brasil,8389,2020-09-12
1594,Davi Luiz Porto,46,Financeiro,Gerente,Alemanha,18167,2022-03-20
1595,Ian Carvalho,28,Produção,Analista,Índia,5527,2015-01-18
1596,Rafael Melo,41,Financeiro,Analista,Brasil,16547,2019-10-13
1597,Leonardo da Rocha,57,Marketing,Engenheiro,EUA,16213,2013-07-09
1598,Diego Costela,49,Financeiro,Técnico,Alemanha,19562,2019-04-27
1599,Juliana Silveira,50,Financeiro,Gerente,EUA,8641,2019-07-17
1600,Pietro Cunha,31,Recursos Humanos,Coordenador,EUA,4710,2016-08-26
1601,Lucca Caldeira,27,TI,Analista,China,5252,2017-03-19
1602,Heitor Souza,43,Recursos Humanos,Engenheiro,China,10861,2016-03-25
1603,Luigi Gonçalves,58,Produção,Gerente,Brasil,16206,2020-11-07
1604,Amanda Costela,54,Produção,Diretor,Brasil,17925,2011-04-07
1605,Diogo Moura,47,TI,Técnico,Reino Unido,5478,2013-03-17
1606,Sra. Maysa Martins,55,Vendas,Analista,Coreia do Sul,17103,2010-09-02
1607,Yuri Pires,24,TI,Diretor,EUA,9340,2023-05-08
1608,Carlos Eduardo Monteiro,55,TI,Técnico,China,9153,2010-07-13
1609,Esther Souza,45,Vendas,Técnico,EUA,16432,2013-07-25
1610,Diego Mendes,25,Financeiro,Técnico,Índia,8750,2017-09-27
1611,Marina Costela,58,Produção,Técnico,Alemanha,10113,2019-07-07
1612,Catarina Moura,29,Financeiro,Gerente,Reino Unido,7729,2018-10-07
1613,Maria Luiza Cardoso,23,Financeiro,Analista,Reino Unido,13067,2022-03-31
1614,Heitor Rocha,35,Recursos Humanos,Assistente,Índia,12397,2020-04-04
1615,Rafaela Caldeira,23,Financeiro,Assistente,China,11926,2012-01-18
1616,Miguel Lima,29,Vendas,Engenheiro,EUA,3385,2012-04-13
1617,Natália Rocha,40,TI,Analista,Reino Unido,12595,2012-07-03
1618,Pedro Ferreira,34,Financeiro,Diretor,Índia,9913,2019-05-15
1619,Cauã Jesus,50,TI,Analista,China,6729,2019-03-25
1620,João Miguel Aragão,27,Financeiro,Coordenador,Alemanha,6250,2011-05-18
1621,Laís Duarte,38,Vendas,Coordenador,Brasil,6131,2011-07-14
1622,Dr. Bruno da Conceição,57,Vendas,Coordenador,Brasil,13662,2022-03-23
1623,Alexia Farias,32,Marketing,Assistente,Reino Unido,10339,2023-06-21
1624,Dra. Maria Luiza da Mata,53,Marketing,Diretor,Índia,12665,2016-06-13
1625,Julia Souza,32,Recursos Humanos,Técnico,Brasil,5509,2020-05-17
1626,Murilo Viana,52,Engenharia,Técnico,Alemanha,3698,2018-07-03
1627,João Felipe Rezende,54,Vendas,Analista,EUA,12090,2011-11-19
1628,Maria Sophia Melo,60,Recursos Humanos,Coordenador,Reino Unido,15349,2011-02-27
1629,Nathan Nunes,44,Financeiro,Analista,EUA,17883,2019-10-27
1630,Ryan Correia,59,Vendas,Diretor,China,17846,2017-06-05
1631,Pedro Pires,37,Recursos Humanos,Gerente,Brasil,18219,2023-05-29
1632,Erick Porto,26,Vendas,Engenheiro,EUA,18545,2013-05-04
1633,Catarina Moraes,25,Vendas,Técnico,Brasil,3461,2010-11-09
1634,Maitê Peixoto,23,Vendas,Gerente,Índia,15501,2016-12-16
1635,Eloah da Luz,53,Recursos Humanos,Técnico,Índia,18385,2021-11-03
1636,Evelyn Nascimento,43,Vendas,Assistente,Reino Unido,7766,2011-05-22
1637,Maysa Costa,29,TI,Engenheiro,China,9951,2013-10-06
1638,Fernanda Aragão,30,Marketing,Técnico,Índia,12364,2015-11-28
1639,Maria Julia Costa,51,Vendas,Diretor,Brasil,14852,2024-03-06
1640,Luna Farias,30,TI,Gerente,Alemanha,17893,2012-10-17
1641,Daniel Cardoso,56,Financeiro,Diretor,Coreia do Sul,15260,2018-09-21
1642,Marcos Vinicius da Mota,59,TI,Analista,Reino Unido,4958,2019-11-05
1643,Fernando Cardoso,27,Financeiro,Diretor,Brasil,14913,2010-05-21
1644,Gabrielly Ramos,23,Produção,Diretor,EUA,11759,2011-04-05
1645,Lorenzo Castro,49,Vendas,Diretor,Brasil,18625,2019-04-27
1646,Sra. Amanda Alves,49,Recursos Humanos,Gerente,Coreia do Sul,16950,2021-10-05
1647,Igor Almeida,33,TI,Analista,Brasil,7158,2019-01-30
1648,Vicente da Mota,28,Produção,Analista,Índia,12475,2016-09-04
1649,Rodrigo Cavalcanti,43,Vendas,Diretor,Reino Unido,16277,2017-10-09
1650,Srta. Maria Cecília Pinto,28,Vendas,Analista,Índia,11914,2013-05-31
1651,Caroline Ferreira,56,Vendas,Engenheiro,Reino Unido,4712,2021-06-30
1652,Luana Monteiro,40,Engenharia,Técnico,Coreia do Sul,12926,2018-03-29
1653,Paulo Santos,26,Recursos Humanos,Coordenador,Índia,12039,2022-05-17
1654,Vinicius Oliveira,44,Marketing,Coordenador,Alemanha,3783,2023-06-18
1655,Pedro Lucas Gomes,41,Produção,Assistente,Reino Unido,15398,2010-05-27
1656,Heloísa Souza,39,TI,Engenheiro,China,3538,2014-12-17
1657,Luiz Felipe Pereira,22,TI,Diretor,Índia,4989,2011-01-16
1658,Lavínia Nogueira,60,Financeiro,Analista,Reino Unido,15290,2021-09-30
1659,Dra. Marina Nogueira,25,Marketing,Assistente,China,16237,2015-09-17
1660,Brenda Ramos,32,Vendas,Técnico,Brasil,8141,2014-03-26
1661,João Costela,30,TI,Coordenador,Reino Unido,7851,2022-12-25
1662,João Gabriel Souza,31,Financeiro,Engenheiro,Índia,14285,2023-08-07
1663,Alexia Carvalho,26,Vendas,Coordenador,Alemanha,16638,2018-06-18
1664,Sr. Lucas Gabriel Fogaça,42,TI,Técnico,China,8982,2023-06-12
1665,Ana Sophia Pinto,35,TI,Diretor,EUA,12141,2018-08-16
1666,Catarina Rezende,48,Recursos Humanos,Assistente,Índia,14937,2024-03-28
1667,Matheus Ferreira,44,Vendas,Assistente,Brasil,4313,2017-07-15
1668,Ana Laura Moreira,32,Financeiro,Diretor,Brasil,11264,2022-06-24
1669,Marina Rocha,46,Financeiro,Coordenador,Reino Unido,16062,2021-06-19
1670,Dr. João Felipe Pires,59,Produção,Analista,Índia,15360,2015-02-01
1671,Dr. Emanuel Sales,51,Vendas,Coordenador,EUA,17568,2013-07-17
1672,Dr. Otávio Porto,53,Vendas,Técnico,Alemanha,15115,2011-11-13
1673,Eloah Oliveira,30,Vendas,Coordenador,Alemanha,16734,2021-03-28
1674,Leonardo da Mota,44,Financeiro,Técnico,Coreia do Sul,6772,2011-05-23
1675,João Pedro Viana,41,Produção,Coordenador,Coreia do Sul,5725,2013-03-18
1676,Julia Monteiro,50,Recursos Humanos,Técnico,Índia,16157,2024-03-27
1677,Mirella Ferreira,30,Vendas,Coordenador,China,12286,2020-04-01
1678,Dra. Laura Costela,40,Produção,Assistente,China,3841,2015-06-22
1679,Cauã Barros,57,Recursos Humanos,Analista,Índia,3766,2018-06-21
1680,Emanuelly Martins,23,Vendas,Técnico,Índia,4723,2016-06-28
1681,Vicente da Mota,27,Marketing,Técnico,Índia,9493,2023-06-19
1682,Vitória da Rosa,58,Engenharia,Diretor,Coreia do Sul,15096,2014-01-23
1683,Yago Souza,23,Marketing,Diretor,Brasil,15243,2015-02-09
1684,Alícia Farias,51,TI,Gerente,Alemanha,17947,2014-01-12
1685,Gustavo Araújo,59,Produção,Gerente,Brasil,13451,2021-09-16
1686,Stella Alves,37,Recursos Humanos,Assistente,Coreia do Sul,5543,2023-06-10
1687,Bianca Mendes,47,Marketing,Gerente,Coreia do Sul,3283,2012-05-20
1688,Yasmin Monteiro,54,Marketing,Diretor,EUA,15404,2016-04-11
1689,Clarice Ferreira,60,Produção,Coordenador,Alemanha,6398,2018-05-29
1690,Noah Silveira,54,Marketing,Coordenador,Índia,3922,2012-01-16
1691,Sra. Lorena Gomes,32,Produção,Assistente,China,18725,2017-06-13
1692,Bryan Mendes,25,Engenharia,Engenheiro,China,10445,2011-01-15
1693,Dr. Rafael Cardoso,46,Vendas,Técnico,Coreia do Sul,13494,2013-05-07
1694,Luiz Otávio Pinto,53,Produção,Assistente,Índia,3933,2012-04-06
1695,Stella Cavalcanti,50,Engenharia,Assistente,Índia,19010,2012-12-01
1696,Noah Azevedo,50,Produção,Assistente,Índia,12836,2011-04-09
1697,Cauã Nunes,37,Marketing,Gerente,China,16829,2024-02-19
1698,Dr. Calebe Teixeira,30,Recursos Humanos,Coordenador,China,13282,2018-05-02
1699,Rebeca Gomes,53,Financeiro,Analista,Brasil,16498,2017-09-13
1700,Ana Vitória Pires,50,Recursos Humanos,Gerente,Brasil,18999,2019-10-18
1701,Joaquim Alves,36,Marketing,Analista,China,12480,2019-03-28
1702,Lucas Gabriel Moura,25,TI,Coordenador,Índia,6568,2014-10-15
1703,Dr. Levi Jesus,29,TI,Assistente,Índia,11863,2012-02-02
1704,Sra. Ana Vitória Barros,54,Marketing,Coordenador,Índia,17587,2023-11-18
1705,Sr. Henrique Gomes,55,Produção,Assistente,Alemanha,16890,2020-12-07
1706,Vitória da Rocha,57,Engenharia,Engenheiro,Índia,15037,2013-01-28
1707,Eloah Nascimento,25,Marketing,Diretor,Índia,9212,2023-05-21
1708,Letícia da Conceição,26,Marketing,Assistente,Alemanha,9777,2018-11-29
1709,Milena Gomes,48,Engenharia,Técnico,Alemanha,12812,2023-12-19
1710,Ana Júlia Caldeira,41,Engenharia,Diretor,EUA,12857,2018-06-10
1711,Vitor Hugo da Mota,42,Produção,Engenheiro,Brasil,8106,2014-09-17
1712,Laís Gonçalves,25,Vendas,Diretor,Coreia do Sul,17237,2016-09-08
1713,Leonardo Peixoto,59,Financeiro,Engenheiro,Reino Unido,6722,2017-04-06
1714,Ana Aragão,29,Vendas,Coordenador,China,18437,2012-12-14
1715,Maria Eduarda Sales,51,Vendas,Engenheiro,Reino Unido,19256,2018-12-24
1716,Lara Nunes,37,Produção,Analista,Brasil,19034,2022-08-17
1717,Amanda Araújo,52,TI,Coordenador,EUA,10662,2010-10-04
1718,Isabelly Oliveira,49,TI,Engenheiro,Índia,12028,2010-12-12
1719,Mariana Dias,24,Marketing,Coordenador,Alemanha,5117,2015-09-07
1720,Yago Correia,41,Engenharia,Técnico,Reino Unido,15622,2015-01-23
1721,Luigi Sales,41,Produção,Gerente,Reino Unido,6423,2021-11-08
1722,Julia Santos,29,Engenharia,Gerente,Reino Unido,18202,2010-12-20
1723,Rebeca Pinto,42,Recursos Humanos,Analista,EUA,3293,2017-09-22
1724,Ana Sophia Cavalcanti,22,Financeiro,Diretor,China,11298,2013-07-04
1725,Ana Cardoso,24,Engenharia,Diretor,Índia,15508,2022-08-05
1726,Nina Santos,38,TI,Gerente,Coreia do Sul,9394,2022-01-09
1727,Daniel Caldeira,24,Engenharia,Gerente,Índia,6356,2014-12-14
1728,Fernando Nunes,58,Vendas,Analista,Reino Unido,13800,2013-08-17
1729,Ana Julia da Mota,25,Vendas,Gerente,Índia,5715,2012-03-06
1730,João Felipe Costa,31,TI,Coordenador,EUA,10357,2020-01-09
1731,Srta. Carolina Fogaça,39,Recursos Humanos,Gerente,Brasil,15851,2024-01-12
1732,Sra. Natália Pires,41,TI,Diretor,Brasil,4596,2010-08-02
1733,Thomas Cunha,58,Engenharia,Analista,China,9912,2019-01-04
1734,Renan das Neves,50,Financeiro,Analista,Reino Unido,7043,2023-01-05
1735,Dr. Igor Barbosa,43,Recursos Humanos,Assistente,Coreia do Sul,15424,2012-05-20
1736,Giovanna Azevedo,34,TI,Engenheiro,Brasil,7531,2019-08-08
1737,Emanuella Santos,26,Marketing,Coordenador,Brasil,9179,2023-07-01
1738,Dr. Leandro Pires,39,Vendas,Assistente,Coreia do Sul,15838,2018-07-03
1739,Sofia das Neves,36,TI,Diretor,Alemanha,16179,2015-02-23
1740,Maria Cecília Rocha,27,Engenharia,Gerente,EUA,16381,2013-05-24
1741,Levi Farias,42,Recursos Humanos,Diretor,Alemanha,12052,2023-05-15
1742,Noah Gonçalves,45,Recursos Humanos,Diretor,Alemanha,3445,2017-09-01
1743,Lucas Gabriel Carvalho,24,Engenharia,Coordenador,Índia,19863,2014-10-12
1744,Felipe da Cunha,60,TI,Técnico,Brasil,15310,2017-12-17
1745,Kamilly Melo,34,Engenharia,Técnico,Índia,19950,2012-01-26
1746,Daniela Rezende,29,Marketing,Coordenador,Reino Unido,10178,2019-01-26
1747,Maria Alice Pereira,45,Financeiro,Diretor,Índia,16400,2019-01-10
1748,Dr. João Lucas Ribeiro,36,Financeiro,Técnico,China,16413,2012-06-24
1749,Vitor Gabriel Jesus,36,TI,Técnico,Reino Unido,17730,2021-02-05
1750,Daniela Sales,50,Recursos Humanos,Analista,China,6036,2024-01-29
1751,Eduardo Caldeira,26,Financeiro,Analista,Reino Unido,3259,2011-08-08
1752,Gabrielly da Paz,44,Recursos Humanos,Assistente,Reino Unido,10065,2018-02-03
1753,Rodrigo Almeida,56,Engenharia,Analista,China,9765,2015-05-05
1754,Thomas da Luz,25,Recursos Humanos,Diretor,Índia,5194,2014-09-16
1755,Emilly da Rosa,35,Recursos Humanos,Técnico,Alemanha,17085,2024-01-10
1756,Nicolas Porto,24,Marketing,Engenheiro,Índia,4707,2020-08-13
1757,Dra. Rebeca Campos,58,Recursos Humanos,Analista,Alemanha,14860,2010-10-10
1758,Maria Clara Ramos,34,TI,Assistente,Alemanha,5975,2013-02-01
1759,Dr. Levi da Cruz,60,Financeiro,Gerente,Índia,12192,2017-02-26
1760,Maria Vitória da Conceição,28,Vendas,Assistente,Brasil,3333,2016-05-25
1761,Pietro da Mota,28,Produção,Analista,Alemanha,4842,2017-02-14
1762,Sr. Antônio Viana,34,Produção,Técnico,Reino Unido,12364,2020-02-17
1763,Joaquim Viana,25,Financeiro,Engenheiro,Alemanha,17924,2023-02-26
1764,Leandro Rezende,34,Financeiro,Gerente,EUA,6794,2023-11-29
1765,Davi Lucas Moraes,48,Engenharia,Assistente,Coreia do Sul,18484,2017-07-28
1766,Francisco Dias,22,Recursos Humanos,Gerente,Reino Unido,4478,2021-12-26
1767,Lara Ferreira,52,Marketing,Analista,EUA,12501,2018-06-02
1768,Vitor Hugo Porto,47,Recursos Humanos,Diretor,Reino Unido,17363,2018-06-15
1769,Alexandre Barbosa,43,Vendas,Técnico,China,9360,2019-07-25
1770,Pedro Miguel das Neves,26,Produção,Diretor,Coreia do Sul,6253,2020-02-21
1771,Juliana Cardoso,60,Engenharia,Engenheiro,Alemanha,10791,2015-10-06
1772,Maria Luiza da Cunha,30,Engenharia,Assistente,Alemanha,16210,2024-03-03
1773,Sr. João Felipe da Rosa,37,Produção,Assistente,Coreia do Sul,19878,2023-12-28
1774,Thomas Lopes,41,Engenharia,Analista,Índia,17345,2016-04-16
1775,Mariane Santos,24,Engenharia,Técnico,Brasil,4775,2013-04-28
1776,Ana Beatriz Souza,35,Produção,Analista,Alemanha,10840,2012-05-16
1777,Brenda Nogueira,58,Recursos Humanos,Analista,EUA,18632,2011-02-11
1778,Dr. Yago Costela,47,TI,Diretor,EUA,16847,2012-11-05
1779,Ana Carolina Freitas,56,Recursos Humanos,Gerente,Reino Unido,15648,2023-10-08
1780,Luiz Henrique Aragão,25,Marketing,Engenheiro,Reino Unido,18032,2015-03-23
1781,Srta. Helena Azevedo,35,TI,Gerente,EUA,19924,2017-08-14
1782,Paulo Araújo,59,TI,Diretor,Reino Unido,8497,2016-02-05
1783,Cauã Peixoto,31,Engenharia,Analista,Alemanha,13460,2012-05-08
1784,Heitor Caldeira,23,Engenharia,Assistente,Índia,15135,2017-06-21
1785,Isaac Silva,38,Recursos Humanos,Assistente,Índia,19242,2015-08-03
1786,Ana Sophia Lima,46,Engenharia,Engenheiro,Coreia do Sul,9978,2021-07-06
1787,Emanuel Aragão,29,TI,Engenheiro,EUA,18800,2014-09-22
1788,Alícia Ribeiro,24,Marketing,Analista,China,6954,2015-12-19
1789,Gabriela Nunes,32,Marketing,Diretor,Índia,11605,2018-12-20
1790,Dra. Ana Laura Aragão,26,Recursos Humanos,Diretor,Coreia do Sul,6751,2023-01-02
1791,Dra. Rafaela da Conceição,38,Engenharia,Coordenador,EUA,11938,2024-02-17
1792,Eduarda Moreira,50,Recursos Humanos,Analista,EUA,8148,2016-09-12
1793,Sra. Maria Sophia Azevedo,38,Recursos Humanos,Técnico,Reino Unido,10472,2023-09-22
1794,Sr. Nathan Cardoso,38,Marketing,Gerente,China,6209,2017-03-22
1795,Otávio das Neves,57,TI,Técnico,Coreia do Sul,10028,2015-01-16
1796,Vinicius Duarte,33,TI,Diretor,Índia,16417,2023-10-09
1797,Dr. Pedro Miguel Castro,32,Financeiro,Engenheiro,China,5682,2017-03-06
1798,Sr. Diego Cunha,35,Engenharia,Assistente,China,8792,2010-06-06
1799,Giovanna da Cunha,43,Engenharia,Assistente,Alemanha,9188,2013-01-14
1800,Eduarda Cunha,54,Engenharia,Analista,Brasil,10889,2012-07-18
1801,Pietra Barbosa,60,TI,Gerente,Alemanha,10510,2021-06-11
1802,Maria Luiza Teixeira,59,TI,Gerente,Alemanha,6451,2016-07-17
1803,Luiz Miguel Lopes,50,Marketing,Gerente,Brasil,12076,2012-09-09
1804,Mariana da Luz,38,Engenharia,Gerente,Reino Unido,6583,2013-03-23
1805,Pedro Lucas Farias,38,Vendas,Assistente,Alemanha,14741,2011-11-13
1806,Lívia Caldeira,54,Marketing,Técnico,Brasil,4653,2018-12-15
1807,Srta. Joana da Cruz,56,Marketing,Analista,Alemanha,12807,2014-12-02
1808,Sra. Kamilly da Conceição,23,Vendas,Gerente,Reino Unido,19137,2012-11-18
1809,Nathan Moura,52,Vendas,Diretor,EUA,3200,2011-07-26
1810,Dra. Carolina Nunes,31,Marketing,Diretor,Brasil,12976,2010-09-19
1811,Ana Laura Pereira,43,Recursos Humanos,Técnico,China,11271,2013-11-20
1812,Murilo Melo,58,Vendas,Gerente,Índia,8428,2023-07-26
1813,Marina Castro,35,Vendas,Assistente,China,7604,2018-03-08
1814,Breno da Cruz,49,Vendas,Assistente,EUA,10667,2015-05-03
